id,brand,title,description,price,pricecurrency,spectablecontent,cluster_id
55918296,,Audio Technica ATH-M50xWH Professional Studio Monitor Headphones,Audio-Technica ATH-M50xWH Professional Studio Monitor Headphoneshe whiteATH-M50x Monitor HeadphonesfromAudio Technicaare designed for use in critical studio mixing and tracking as well as for DJ monit,1.69E2,USD,,1084160.0
12619140,Crucial,"Notebookspeicher 4096MB Crucial DDR3 1600 1,35V 16-Ch","4 GB, DDR3 PC3-12800, 204-pin SODIMM, CL 11, Unbuffered, NON-ECC, 1.35V",35.00,EUR,,2397859.0
13312849,,WS-C2960X-24TD-L- SFP LAN Base Switch,Cisco Catalyst 2960 X 24 GigE LAN Base 2 x 10G SFP+ Switch,1053.00,USD,,758825.0
95279584,,New Era 9FORTY New York Yankees Baseball Cap Black,The famous New York Yankees logo stands proudly embroidered to the front of this New Era 9FORTY Baseball Cap. Show your support on game day and beyond!New York Yankees logo embroidered to frontMade of,20,EUR,,623081.0
96846981,,WD HDD2.5 1TB SATA WD10JFCX,"HDD intern notebook WD 2.5\"", 1TB, Red, SATA3, 5400rpm, IntelliPower, 16MB",379.6,LEI,,1524442.0
50173209,,DJI Mavic 2 Enterprise Intelligent Flight Battery (Part 2),"The DJI Mavic 2 Enterprise Battery is self-heating, working in temperatures as low as 14°F (-10°C). This allows this enterprise drone to be used in a huge range of circumstances and conditions allowin",169.00,USD,,1387574.0
47264359,,TAG Heuer Formula 1 200M Alarm 41mm WAZ111A.BA0875,,1267.23,EUR,,2929687.0
52863298,,"Išmanusis laikrodis Garmin Forerunner 45, Purple","Easy-to-use running watch monitors heart rate at the wrist and features GPS to track your pace, distance, intervals and more",165.47,EUR,,578513.0
5312650,,"LaCie Mobile Drive 2,5"" 5 TB Moon Silver USB 3.1 Gen 2","Like an airy loft or vast landscape, LaCie Mobile Drive articulates the beauty and importance of premium space. With up to 5 TB of capacity, there’s room for photos, playlists, docs and more. And with",199.00,EUR,,500837.0
55576195,,Shimano Ultegra PD-R8000 SPD-SL Carbon Pedal,"Lightweight carbon-composite bodyExtra-wide platform for a more efficient transfer of powerDurable stainless steel body plate reduces flex and pedal body wearWide bearing placement for stable, uniform",239.99,NZD,,155622.0
66639967,Ubiquiti,Ubiquiti UniFi UVC-G3-BULLET,,1585,NOK,,192122.0
29744880,,Daddario 9-42 NYXL Super Light Nickel Wound,"D’Addario NYXL guitar strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. Envisioned, perfected, and manufactured by D’Addario in New York, this newly",12.99,USD,,633686.0
41359069,,GoPro Hero MAX Dual Battery Charger + Battery (ACDBD-001),,2.189999999976E4,HUF,,6118386.0
42541532,,Cartuccia BROTHER LC-1100HYBK black,,22.32,EUR,,2034181.0
63362179,,Giselle Bedding Single Size 21cm Thick Foam Mattress,Giselle Bedding Single Size 21cm Thick Foam Mattress,120.95,AUD,,3806434.0
86830955,,TP-Link EAP225 Wireless Access Point,TP-Link EAP225 Wireless Access Point,1564,ZAR,,190594.0
84668470,,APC Smart UPS SRT 6000VA / 230V On Line / Web Card - SRT6KRMXLI,"APC Smart-UPS SRT 6000VA 230VHigh density, double-conversion on-line power protection with scalable runtimeIncludes: Documentation CD, Installation guide, Rack Mounting brackets, Rack mounting hardwar",4695.00,EUR,,1978071.0
1613425,,Western Digital HDD Desk Red Pro 4TB 3.5 SATA 256MB,WD Red Pro NAS Hard Drive WD4003FFBX - Vaste schijf - 4 TB - intern - 3.5'' - SATA 6Gb/s - 7200 tpm -buffer: 256 MB,157.9,EUR,,195932.0
32234617,,Blackmagic ATEM 4 M/E Broadcast Studio 4K,DESCRIPTIONATEM Production Studio4KThe World's Most AdvancedLive Productionswitchers!Create stunning multi camera live production with the world’s most advanced production switchers! ATEM switches bet,5.8E5,INR,,5961790.0
54954273,Fujifilm,Fujifilm Instax Square Film for SQ10 Hybrid Cameras 20 Shot Pack,"EXTRA VALUE 2x 10 Shot Packs (giving you 20 shots in total). FRESH UK STOCKS AND LONG DATED. Fujifilm Instax \""SQUARE\"" film is for use in only square format instant print cameras such as the new SQ10",,,,1457721.0
80182053,,SRAM GX Eagle XG-1275 12-Speed Cassette 10-50T,Take a quick look at the new SRAM GX Eagle cassette. This cassette offers the performance of higher end SRAM Eagle cassettes with modestly heavier construction. Designed for use with SRAM'sproven reli,190.00,USD,,387394.0
89468810,,CASTI LOGITECH UC Corded Stereo USB Headset H570e (Leatherette Pad) - Business EMEA,Multimedia - Headset - Design&FeaturesAudio System Type:HeadsetDestination:PC MultimediaConnectivity Technology:WiredMultimedia - Headset - Audio OutputHeadphones Type:Binaural HeadphonesHeadphones Fo,300.11,RON,,1252906.0
8447535,,"3M - Privacy Filter 14.1\""\"" Widescr","3M Privacy Filter 14.1\""\"" Widescr (PF141W1B) - Type: Skærmbeskytter",463.75,DKK,,4303221.0
50359170,Canon,Genuine Yellow Canon PFI-1000Y Ink Cartridge - (PFI1000Y),"Genuine Canon PFI-1000Y Yellow Ink CartridgeIf you want your printer to deliver amazing photos, use the original yellow Canon PFI-1000Y LUCIA PRO ink cartridge. The Canon PFI-1000Y pigment yellow ink ",44.93,GBP,,722334.0
40357787,,APC (APCRBC110) REPLACEMENT BATTERY CATRIDGE #110,Genuine APC RBC(TM) are tested and certified for compatibility to restore UPS performance to the original specifications.,176.4,AUD,,1157842.0
96093457,,"Remo Pinstripe 10\"" Clear Drum head","The Pinstripe® Clear features midrange tones with low-end and increased durability. Constructed with 2-plies of 7-mil Clear film, Pinstripe® Clear drumheads have an overtone reducing agent applied bet",35.00,AUD,,5733895.0
86820843,,Shimano DURA ACE CN-HG900-11 HG901 HG-X SIL-TEC CHAIN,"FEATURES + BENEFITSHG-X11 special asymmetric plate design for 11-speedSIL-TEC on Plate/RollerHG-X11 Versions: CN-HG900-11, CN-HG901-11, CN-HG700-11, CN-HG600-11Compatibility: MTB and Road (11-Speed)DE",64.99,CAD,,1037461.0
11655051,,Manfrotto Befree Advanced Travel Tripod,"Making improvements on their increasingly popular compact tripod range, Manfrotto have introduced the Befree Advanced travel Tripod. A quick and easy to adjust ball and socket head with brand new M-lo",349.95,AUD,,943488.0
86430513,,Tissot Le Locle Powermatic 80 T006.407.11.053.00,,515.00,EUR,,607604.0
69992258,Canon,"Canon PFI-706GY PFI-706GY 6690B001AA Ink Cartridge - Gray, 6690B001 (6690B001)","The Canon 6690B001AA Ink Cartridge Gray, OEM Canon 6690B001AA is manufactured to the highest quality and level of precision. The Canon 6690B001AA is ideal for providing the best print quality.Specific",301.10,USD,,656769.0
75389886,,Fujifilm Fujinon XF 50/2 R WR svart,,4690.00,SEK,,1057779.0
62368315,,APC APCRBC117 Replacement Battery Cartridge #117,APC APCRBC117 Replacement Battery Cartridge #117,539.00,AUD,,849634.0
67358090,,"Sandisk High-Speed Compact Flash Extreme PRO 32Gb, 1000x, 160Mb/s",,55.00,,,2973998.0
38413725,,100cm Multi Level Cat Scratching Tree - Grey,Cat Scratch Tree 1M Grey Your ever active cat needs a place to let it be itself. And the Cat Scratch Tree is just the perfect thing to cater to your feline friend's natural instincts.Designed with ste,169.0,AUD,,498095.0
35527544,Epson,Compatible Epson T1285 BK/C/M/Y Multipack of Ink Cartridges (T1285BKCMYMULTICOM),,9.99,GBP,,161548.0
2798076,,"CISCO (WS-C2960X-24TD-L) CATALYST 2960-X 24 GIGE, 2 X 10G SFP+, LAN BASE",Highest quality cisco products,2073.09,AUD,,758825.0
9513553,,Seagate Ironwolf Pro 6TB (ST6000NE000),,,EUR,,84984.0
56839222,RAM Mounts,"RAM-B-289U - RAM Triple 1\"" Ball Base",,,,,2961644.0
49550463,,Citizen Eco Drive Ladies' Sunrise Diamond Set Watch,"Citizen Eco Drive presents this breathtakingly beautiful Sunrise ladies' watch, featuring a pretty, graduating blue mother of pearl dial fitted with Citizen Eco Drive movement, and finished with genui",285,GBP,,3898491.0
89059866,,Shimano Deore XT SM-RT86 Disc Brake - 180mm,DescriptionThe SHIMANO SM-RT86 disc brake provides reliable and constant braking power under all driving conditions.Details:MTB DisciplineEasy assembly and adjustmentQuick assemblyMounting Type: 6 Hol,39.99,Euro,,593088.0
42516046,TP-Link,TP-Link EAP225 Outdoor Access Point,,949,SEK,,233795.0
77379583,,Tarjeta sandisk extreme pro sdxc card,,,,,394243.0
66830476,Canon,Canon EF-S 55-250mm f/4-5.6 IS STM Lens,Includes STM Stepper Motor for smooth Video Autofocus on certain modelsAffordable telephoto zoom lens88-400mm equivalent focal length4-stop Image Stabilizer with automatic panning detectionUD elementS,6495,ZAR,,1109911.0
52378852,Jabra,Jabra BIZ2300 2399-829-109 DUO USB Headset,Jabra BIZ2300 2399-829-109 DUO USB Headset:Corded stereo headset that provides connectivity to all leading UC applications and softphonesAir shock microphone360 swiveling boom armHigh-definition sound,160.0,USD,,666306.0
74610695,Apple,Apple APPLE AIRPODS (2ND GEN) WIRELESS HEADPHONES WITH WIRELESS CHARGING CASE,"The new AirPods deliver the wireless headphone experience, reimagined. Just pull them out of the charging case and they’re ready to use with your iPhone, Apple Watch, iPad, or Mac.",199.00,USD,,1994510.0
31860044,,Shimano HG901 Dura Ace XTR 11 Speed Bicycle Bike Chain,AN EXTRA LIGHTWEIGHT 11-SPEED CHAIN DESIGNED TO IMPROVE GEAR TRAIN SHIFTINGThe Shimano HG901 is a lightweight 11-speed chain specially designed with asymmetric plate to improve gear train shifting. Th,6.9E1,SGD,,1037461.0
25356853,Nicht angegeben,Johnnie Walker Reserve Gold Lable,Inverkehrbringer:John Walker & Sons5 Lochside Way Edinburgh EH12 9DTSchottland,36.46,EUR,,46799.0
63882323,,i.Pet Cat Tree 124cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Steps,"124cm Tall Cat Tree Cats love tall and entertaining spots, which make this cat tree an ideal place for them to stretch out their muscles and plenty space to place their toys for them to play with duri",109.99,AUD,,380523.0
38422281,,LOGITECH - M705 wireless mouse Silver (medio september),LOGITECH M705 wireless mouse Silver (medio september) (910-001949) - Type: Mus - Tegnsæt: - - Tilslutning: Trådløs - Tilslutning: RF Wireless,288.75,DKK,,169949.0
56233065,,Canon PFI-706GY 700ml Grey,The Canon PFI-706GY 700ml Grey (6690B001AA) is an Ink cartridge manufactured by Canon and is 700ml.,,,,656769.0
90949523,,Gigabyte GeForce GTX 1660 SUPER GAMING OC 6GB GDDR6,,1129,PLN,,423875.0
35938242,,"Zotac , Geforce Gtx 1660 Ti, 6 Gb, Gddr6, 192 Bit, 7680 X 4320",", Geforce Gtx 1660 Ti, 6 Gb, Gddr6, 192 Bit, 7680 X 4320 Pixeles, Pci Express X16 3.0",248.48,EUR,,3492668.0
60604702,,Seagate IronWolf Pro ST6000NE000 Interne Festplatte 3.5 Zoll 6000 GB Serial ATA III,"Seagate IronWolf Pro ST6000NE000, 3.5 Zoll, 6000 GB, 7200 RPM",241.32,EUR,,84984.0
34743730,,"Crystal 570X RGB Mirror Black Tempered Glass, Premium ATX Mid-Tower Case",SpecificationMaximum GPU Length370mmMaximum PSU Length225mmMaximum CPU Cooler Height170mmCase Expansion Slots7Case Drive Bays(x2) 3.5in (x2) 2.5inCase Form FactorMid-TowerCase WindowedTempered GlassCa,7.9E2,AED,,61981.0
16295996,,ASUS GeForce RTX 2060 6GB DUAL OC EVO,ASUS GeForce RTX 2060 6GB DUAL OC EVO,4396.00,SEK,,697270.0
47021845,Park tool,Park tool Cles allen 1.5 a 6mm AWS-10C,Park Tool AWS-10C,15.00,CAD,,250450.0
48680065,Apple,Apple Apple 60W MagSafe 2 Power Adapter MD565LL/A,Apple 60W MagSafe 2 Power Adapter MD565LL/A,79.00,USD,,609482.0
47943934,Park Tool,Park Tool CC-3.2 Chain Checker,This tool quickly checks chain stretch & wear to determine if a chain is good or bad,$10.95,USD,,1566090.0
40668779,,Shimano Saint M820 Clip Pedal,"DescriptionThe Shimano Saint range represents Shimano's premium DH / Gravity offering. Strong and dependable, ready for when the trail gets rough and tough. The Saint clip pedal won't disappoint with ",199.95,AUD,,295339.0
18189169,,UPS APC Smart-UPS 3000VA LCD RM - SMT3000RMI2U,,"1 849,90 €",EUR,,5378877.0
35431801,Corsair,Corsair Cooling Hydro Series H55 Quiet CPU Cooler,The Easy Intel CPU Performance UpgradeYour PC will run cooler and quieter when you replace your CPU’s standard heatsink with a Hydro Series H55.Installation is straightforward: if you can get to the b,"78,79",,,1679067.0
63080272,,Corsair 570X RGB 3x 120mm RGB LED Fan ATX Gaming Case White Trim | Discount Computer Needs,"View and shop for Corsair 570X RGB 3x 120mm RGB LED Fan ATX Gaming Case White Trim, Computer Cases, and many more products at Discount Computer Needs.",499.00,AUD,,79866.0
46054102,Epson,"Epson T1285 Multipack Ink Cartridge (Black, Cyan, Magenta, Yellow)","To Fit: BX305F, BX305FW, S22, SX125, SX420W, SX425W",47.08,GBP,,161548.0
87141400,,Nikkor Z 24-70Mm F4S,Nikon NIKKOR Z 24-70mm f/4 S LensCovering a useful range of focal lengths the NIKKOR Z 24-70mm f/4 S is a versatile zoom spanning wide-angle to portrait-length perspectives. Its constant f/4 maximum a,1.799E3,NZD,,1520704.0
36182195,TP-Link,TP-LINK TL-SF1008P 8-port 10/100M PoE Switch,"5 10/100/1000Mbps RJ45 portsWith four PoE ports, transfers data and power on one single cableWorking with IEEE 802.3af compliant PDs, expands home and office network802.1p/DSCP QoS enable smooth laten",69.0,AUD,,1502431.0
21843643,,3M - PF12.1 PRIVACY FILTER BLACK FOR 12.1IN / 30.7 CM / 4:3 ACCS,3M PF12.1 PRIVACY FILTER BLACK FOR 12.1IN / 30.7 CM / 4:3 ACCS (7000013666) - Type: Skærmbeskytter,466.25,DKK,,285477.0
28608094,,Corsair Carbide 175R RGB Case price in BD 2020 | Softech,Discover Corsair Carbide 175R RGB Mid-Tower Desktop Casing at the best price in Bangladesh. We have wide range stock of gaming items. Shop online or visit.,3450.00,BDT,,643961.0
39143725,,Casquette New Era LA Dodgers 39Thirty Flexcap,,2.49E1,EUR,,58726175.0
30137226,Apple,Apple MRXJ2AM/A AirPods with Wireless Charging case,,199.00,USD,,1994510.0
74659398,,"Corsair ML140 PRO LED Rød, 140mm Vifte","Magnetic Levitation Fan, 140x140x25mm, 400~2000 RPM, 20~97 CFM, 16-37dBA, 4-pin",299.00,NOK,,387671.0
39152734,,CORSAIR CARBIDE SPEC-01 Mid-Tower Gaming Case with Red LED Fan | CC-9011050-WW,"The Essential Gaming PC Case.Carbide Series SPEC-01 is proof that great looks, smart design, and durable construction don’t need to be pricy, and that basic doesn’t need to be boring. You get aggressi",210,AED,,195552.0
44637989,,RAM Mounts Handlebar Rail Mount with Zinc Coated U-Bolt Base and Large X-Grip® Holder (Unpacked),,3983.050847457627119,INR,,2431287.0
77297699,,SanDisk 64GB Extreme microSDXC 160Mb/sClass 10 UHS-I SD Card,"Ideal for your Android smartphone, action cameras or drones, the SanDisk 64GB Extreme microSDXC 160Mb/s Class 10 UHS-I SD Card does 4K UHD video recording, Full HD video and high-resolution photos.Mas",,,,25535.0
79616204,Seagate,"Seagate IronWolf 10TB NAS 3.5\"" SATA HDD/Hard Drive","10TB Seagate IronWolf ST10000VN0008 NAS Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 7200rpm, 256MB Cache",263.99,GBP,,1482775.0
58897448,thedailynecessities.com,Fingerprint Touch Bluetooth Stereo Earphones,PREMIUM FINGERPRINT TOUCH EARPHONES! DOZENS ALREADY SOLDTreat yourself to our new Fingerprint Touch Earphones. You are certainly going to love its excellent design and quality because you can get it f,35.64,USD,,9966571.0
27322411,Whirlpool Parts and Accessories,"Whirlpool EDR3RXD1 Everydrop Refrigerator Water Filter 3, 1 Pack","EveryDrop by Whirlpool Refrigerator 3rd Water Filter (Pack of 1)Make sure this fits by entering your refrigerator model number. EveryDrop Filter 3 is the only filter approved by: Whirlpool, Maytag, Am",42.49,USD,,1282481.0
48106319,Canon,Canon Canon EOS Rebel SL3 DSLR w/ EF-S 18-55 f/4-5.6 IS STM lens - Black,This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions.,749.99,USD,,839985.0
54112792,Logitech,Logitech C270 webcam 3 MP 1280 x 720 Pixels USB 2.0 Zwart,"HD Webcam C270, 3 MP, 1280 x 720, USB 2.0, Fluid Crystal",52.04,EUR,,79254.0
50212748,Ernie Ball,Ernie Ball 2721 Cobalt Regular Slinky Electric Guitar Strings 10 - 46,Cobalt strings' special iron/cobalt blend attracts the magnets in your pickups better than any other alloy. The smooth slinky feel of the strings means your pick will seem to glide over the strings -l,24.99,AUD,,5873197.0
47562526,Kingston,Kingston Technology Canvas Select Plus flashgeheugen 128 GB MicroSDXC Klasse 10 UHS-I,"128 GB, microSDXC, Class 10, UHS-I, 3.3 V, SD adapter",13.33,EUR,,27477.0
47988383,,RAM mount short plastic socket arm,RAM mount short plastic socket arm- RAM mount short double socket arm- It has a socket at both ends that accommodates all ball bases- Made from high strength composite material- RAM socket technology ,13,EUR,,3656260.0
96374921,,Ubiquiti UniFi Switch - 24 Ports - Manageable - 2 Layer Supported 500W - 1U High - Rack-mountable - 1 Year Limited POE,"With 24 auto-sensing Gigabit Ethernet ports, theUniFi Managed PoE+ Gigabit 24 Port Switch with SFPfromUbiquiti Networksis capable of providing a stable, reliable network connection to a large number o",856.36,CAD,,1242806.0
76539632,,"RAM 3.3\"" Diameter Suction Cup Base with B Size 1\"" Ball","The RAP-B-224-1U by RAM Mounts consists of a 3.3\"" diameter suction cup twist lock base that is connected to the (RAM-B-238U), diamond base with B size 1\"" rubber ball. The suction cup is designed to ",$30.79,AUD,,5568458.0
56562122,,Seiko Prospex Sumo Green Dial,"Seiko Prospex challenges every limit, with a collection of timepieces for sports lovers and adventure seekers whether in the water, in the sky or on land. Since launching Japan’s first diver’s watch i",739.0,GBP,,4060886.0
70877243,,DDR4 8GB 2400 C17 Kingston,"Kingston Technology ValueRAM 8GB DDR4 2400MHz Module, 8 GB, 1",30.52,,,105068.0
53857753,,"DYMO White on Black Label Printer Tape, 24 mm Width, 7 m Length","Machine suitability:- Dymo LabelManager 300, LabelManager PC & Labelwriter duo",58.050,SGD,,1380051.0
56230100,,Corsair Hydro Series H55 Quiet Edition Liquid CPU Cooler | Discount Computer Needs,"View and shop for Corsair Hydro Series H55 Quiet Edition Liquid CPU Cooler, Water Cooling, and many more products at Discount Computer Needs.",130.95,AUD,,1679067.0
50547404,,"Blaze 35\"" Stainless Steel Grill Cart for 5 Burner Traditional/LTE Gas Grills BLZ-5-CART","35\"" Stainless Steel Grill Cart for 5 Burner Traditional/LTE Gas Grills BLZ-5-CART by Blaze GrillsHouse your Blaze 40-inch 5 burner gas grill in style with this stainless steel grill cart. Equipped wi",514.99,USD,,4325250.0
65827191,,Ubiquiti Unifi AC In-Wall AP Wireless Access Point 5 Pack UAP-AC-IW-5 (No PoE Injector),UAP-AC-IW-5 - Ubiquiti Unifi AC In-Wall AP Wireless Access Point 5 PackThe Ubiquiti UniFi AC In-Wall Access Point 5 Pack (UAP-AC-IW-5) is perfect for both retrofit and new installations. These compact,444.00,GBP,,1610496.0
48658824,,Logitech C922 Pro Stream webcam + Tripod (price includes delivery),C922 Pro Stream Webcam Background Replacement + TripodOptimized for streaming and recording Connect with superior clarity every time you go live on channels like Twitch and YouTube. Stream anything yo,285.00,AUD,,58883.0
77720212,FujiFilm,Fujifilm XF 50-140mm F2.8 R LM OIS WR Lens,Fujifilm XF 50-140mm F2.8 R LM OIS WR Lens,2495,AUD,,1726262.0
26726704,,Victron Energy MultiPlus Compact 12/2000/80-30 230V,Full SpecificationsPart Number : CMP122200000Manufacturer : Victron EnergyOutput Wave Form : Pure Sine WaveVoltage (V) : 12Watts : 1600Charge Current House Battery (Amps) :Input Voltage : 230VCharge S,1177.00,EUR,,4739100.0
88682962,,Epson Fox Multipack 4 colori,Multipack 4 colori,48.56,EUR,,161548.0
45145764,,MEMORIA DDR3 KINGSTON HYPERX FURY BLUE 4GB 1600MHZ,HYPERX FURY BLUE 4GB 1600MHZ,603.7,MXN,,836466.0
25524118,,Victron MultiPlus 12/500/20-16 230V VE.Bus,"VictronMultiPlus 12/500/20-16 230V VE.BusThe new style MultiPlusIt is a powerful true sine wave inverter, a sophisticated battery charger that features adaptive charge technology and a high-speed AC t",7255.6,ZAR,,349820.0
59546374,,"RAM Mounts Small Tough-Claw met 1\"" Rubber Ball",,"€36,95",EUR,,290892.0
59324937,,Fujifilm Instax Square Film Twin Pack 20 Shots,The Fujifilm Instax Film Square Twin Pack 20 Shots is designed for the Fujifilm Instax Square SQ6 instant camera. The film boasts the same professional high quality found in all Instax,,GBP,,300521.0
39306190,,Brother HL-L2375DW Wireless Mono Laser Printer,"Functions: Print, Print speed: Up to 34 pages per minute, Built-in wired and wireless network, Automatic 2-sided print, Includes up to 700 Page inbox toner",,,,211480.0
47673776,Maxxis,"Maxxis Minion DHR II 3C/EXO TR 27.5\"" Tire - 27.5\"" x 2.4\"" WT, 60 TPI (Folding Bead)",,68.00,USD,,399335.0
84465814,,Pokemon TCG Rebel Clash Booster Pack,,5.31,CAD,,2490160.0
19604881,,Xiaomi Redmi Note 8T Dual Sim (blue) - 64 GB -,,,,,790261.0
75397904,,Intel Core i5-10500 processor 3.1 GHz Box 12 MB Smart Cache,"Intel Core i5-10500 Processor (12MB Cache, up to 4.5 GHz)",247.856401,EUR,,1706093.0
75169795,,Samsung T7 Touch Portable SSD Drive [2TB](Black),"Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted meta",649,AUD,,327893.0
81401831,SanDisk,SanDisk Extreme Portable SSD 2TB,The SanDisk Extreme Portable SSD 2TB features transfer speeds of up to 550 mb/s giving high speed storage for saving and editing hi-res photos and videos,329.49,GBP,,51343.0
57299394,,MultiPlus 12/500/20-16,CMP125010000,631.46,AUD,,349820.0
79424848,,Jabra BIZ 2400 II IP Duo headset NC (QD),,142.38,EUR,,472648.0
77016050,,Minion DHR II | 29 inch x 2.30,Maxxis Minion DHR II | 29 inch x 2.30 distributed by www.rushsports.co.za SKU: ETB96776100 Category: Tyres & Tubes Vendor: Maxxis,494.95,ZAR,,102488.0
4342807,Brother,High Capacity Brother LC1100 Black Ink,"This is a genuine Brother LC1100 Black ink cartridge, providing far more pages than the standard version, up to 900 pages at the 5% industry standard.The Brother LC1100HYBK black ink cartridge is a lo",26.22,GBP,,2034181.0
46062024,RAM Mount,RAM Mount Handlebar Rail Tough-Claw Large,"RAM Mount Handlebar Rail Tough-Claw with 1\"" Ball - LargeThe RAM Tough-Claw is the perfect mounting base for quick and easy tool-less installation and removal on round, square, odd shaped rails and ba",99.95,AUD,,219025.0
89357064,Ubiquiti,Ubiquiti UniFi AC Pro 5-pack (UAP-AC-PRO-5),"UniFi AP AC PRO 5-pack, 802.11ac Pro Access Point, UBIQUITI",578.3100,USD,,68127.0
60558385,,Brother HL-L2375DW High Speed Monochrome Laser Printer,,7990,PHP,,211480.0
5042118,Asus,"PCIeX: GTX 1660 Super Dual Evo OC Edition Nvidia Asus 6GB/GDDR6/192bit/DVI, DP, HDMI ( Gaming )",,,,,964313.0
56798312,Fujifilm,Fuji Instax Mini RAINBOW COLOURS Instant Film for Fujifilm Instax Mini Cameras - 10 Shot Pack,"Fuji Instax Mini Rainbow Film features credit card size instant photos with unique (mixed) colour borders that you can leave blank or write a personalised and fun message etc.Use with Fujifilm, Fuji I",,,,1374090.0
93559343,,ROTOR G2 CLEAN SWEEP 160MM,,0,EUR,,3827744.0
47973761,,Inversor Victron Energy Phoenix 24/5000,Inversor onda pura Victron 24V,2000,EUR,,2668978.0
22858953,,"Asus NVIDIA GeForce GTX 1660 SUPER PCIe 3.0 Graphics Card, 6GB GDDR6",,260.91,USD,,964313.0
81433468,Canon,Canon EF-S 55-250mm F4-5.6 IS STM Lens,The Canon EF-S 55-250mm f/4-5.6 IS STM is acompact telephoto lens that takes you closer to the action. An Image Stabilizer prevents blur owing to unintentional camera movement. STM technology delivers,299,GBP,,1109911.0
58624400,,Gardeon 5 Piece Wicker Outdoor Dining Set - Black,"**Estimated Shipment Date: 12 October 2020 to 19 October 2020** 5 Piece Wicker Outdoor Dining Set Black Made from powder coated steel frame and UV resistant PE wicker, the dining set ismade for durabi",529.95,AUD,,3538164.0
87245644,,Epson - Tanica - Nero - C13T618100 - 198ml,"Tanica inchiostro a pigmenti nero Epson durabrite ultra,a capacitÓ extra",76.96,EUR,,308088.0
1970599,RAM Mounts,"RAM Short Double Socket Arm 1\"" Balls",,24.95,AUD,,394619.0
35915008,Park Tool,Park Tool CT-5 Chain Tool,Hyperglide compatibleWorks with any chainWeight: 77 grams10sp compatible,$16.95,USD,,732187.0
88773659,Fuji,Fuji Fuji Instax Square Film 1-Pack,Instax Square Film 1-Pack,16.99,USD,,1457721.0
53257702,,"Extender EF 1,4X III",,488.9882,EUR,,412533.0
4030876,,Sandisk Secure Digital Extreme 16GB,"Minnekort, 90MB/s, UHS-1, SDHC",87.05,NOK,,128905.0
64029523,,Zebra 800015-101 1000 Prints Black Resin Ribbon for P310i P420i P520i,Zebra 800015-101Produce up to 1000 prints with Zebra 800015-101 ribbons. The black resin of this ribbon is prmarily used for printing readable barcodes and one-colour text. It is best fit for P310i-P5,5.949999E1,AUD,,5836450.0
2980362,,Hikvision DS-7608NI-I2-8P 8 Channel Network Video Recorder,The Hikvision DS-7608NI-I2-8P is an 8 channel network video recorder with 8 PoE ports built in making it simple and easy to set up. This NVR has two spaces for hard drives and can hold a maximum of 20,261.50,GBP,,637799.0
83171271,,Jabra EVOLVE 65 MS Mono,"Jabra EVOLVE 65 MS Certified for Skype for Business Wireless Bluetooth mono headset with Jabra Link 360 USB adapter for VoIP softphone, mobile phone and tablet.",431.25,AUD,,1875371.0
52263925,,"SSD 1TB 2.5\"" SATA3 MLC V-NAND 7mm, Samsung 860 PRO",,440.51,EUR,,158919.0
67675959,,USB Stick KINGSTON DataTraveler 16GB USB 3.0 (DTIG4/16GB),,19,RON,,1915191.0
98595213,,"Whirlpool EDR1RXD1 everydrop Water Filter, Filter1, 10383251","Whirlpool EDR1RXD1 everydrop Water Filter, Filter1, 10383251",46.95,USD,,3026846.0
42432008,,Sigma 105mm F1.4 DG HSM For Canon EF,Buy the Sigma 105mm F1.4 DG HSM For Canon EFfrom Conns Cameras in Dublin. Irelands Top Photo and Video Specialist with unrivalled backup service and support,1366.00,EUR,,2161920.0
52460480,Intel,Intel Core i5 10500 3.1GHz LGA1200 12MB Cache lemci,,2130.00,TRY,,1706093.0
84443280,,PD-M324 Dual Sided Pedals,Dual sided pedals give you the best of both worlds. The Shimano PD-M324 is great if you have a favorite bike you like taking out on long rides and want to clip in or just want to make a short trip aro,8.499E1,USD,,545529.0
88727182,,Corsair Carbide Spec-01 Red LED Mid-Tower Case,,,,,195552.0
44305640,,JABRA BIZ 1500 MONO QD,"The Jabra BIZ 1500 is an entry level, low cost professional corded headset built for cost conscious contact centers. With noise cancellation technology, background noise is reduced providing a more pr",58.74,CAD,,1453559.0
89493786,,KINGSTON 16GB USB 3.0 DATATRAVELER I G4,,144.14,ZAR,,1915191.0
24784404,,Šiltovka New Era NFL 39Thirty New England Patriots Cap,,2.79E1,EUR,,65576387.0
57492067,,GoPro Dual Battery Charger and Battery,Miscellaneous Accessories,,,,206359.0
42055621,Crucial,Crucial 8GB DDR3L 1600MHz SO-DIMM,1600MHz DDR3 SDRAMCAS Latency: CL11UDIMM 204 pin Form FactorVoltage: 1.35V/1.5VLimited Lifetime Warranty,969.00,ZAR,,1392047.0
